UID,UID_R,Claim_No,LossDate,REPORTING_DT,As_At_Date,Payment_Type,Claim_OS,OS_S&S,Claim_OS (Net of S&S),At Fault/ Not At Fault,Location_Of_Accident,Claim_Type,Sub_Claim_Type,At Fault/ Not At Fault Mapping
AG02/11B/2024/025469-2109090,AG02/11B/2024/025469-10865116,CLM/AG02/11B/2024/08966,10-12-2024,11-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/064533-2109092,AG02/11B/2024/064533-10981006,CLM/AG02/11B/2024/08967,10-12-2024,11-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/083864-2109093,AG02/11B/2024/083864-11043340,CLM/AG02/11B/2024/08968,10-12-2024,11-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/080554-2109096,AG02/11B/2024/080554-11034171,CLM/AG02/11B/2024/08970,10-12-2024,11-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/022797-2109098,AG02/11B/2024/022797-10853187,CLM/AG02/11B/2024/08971,10-12-2024,11-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/000960-2109203,AG02/11B/2024/000960-10689467,CLM/AG02/11B/2024/08977,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/009668-2109204,AG02/11B/2024/009668-10767768,CLM/AG02/11B/2024/08978,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/006520-2109205,AG02/11B/2024/006520-10724279,CLM/AG02/11B/2024/08979,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/024452-2109207,AG02/11B/2024/024452-10860744,CLM/AG02/11B/2024/08981,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/014961-2109208,AG02/11B/2024/014961-10794784,CLM/AG02/11B/2024/08982,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/071401-2109209,AG02/11B/2024/071401-11003659,CLM/AG02/11B/2024/08983,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/078540-2109210,AG02/11B/2023/078540-10633942,CLM/AG02/11B/2024/08984,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/085979-2109212,AG02/11B/2023/085979-10682319,CLM/AG02/11B/2024/08985,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044494-2109213,AG02/11B/2024/044494-10930705,CLM/AG02/11B/2024/08986,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/010864-2109217,AG02/11B/2024/010864-10764453,CLM/AG02/11B/2024/08988,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/065775-2109221,AG02/11B/2024/065775-10983990,CLM/AG02/11B/2024/08989,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/007662-2109222,AG02/11B/2024/007662-10759043,CLM/AG02/11B/2024/08990,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/037094-2109224,AG02/11B/2024/037094-10911836,CLM/AG02/11B/2024/08991,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/065558-2109226,AG02/11B/2024/065558-10983598,CLM/AG02/11B/2024/08992,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/063104-2109229,AG02/11B/2024/063104-10977284,CLM/AG02/11B/2024/08993,12-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/024516-2109231,AG02/11B/2024/024516-10861274,CLM/AG02/11B/2024/08994,11-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/035713-2109232,AG02/11B/2024/035713-10909239,CLM/AG02/11B/2024/08995,11-12-2024,12-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/007845-2109235,AG02/11B/2024/007845-10760261,CLM/AG02/11B/2024/08996,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/083594-2109236,AG02/11B/2024/083594-11042463,CLM/AG02/11B/2024/08997,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/002231-2109237,AG02/11B/2024/002231-10697814,CLM/AG02/11B/2024/08998,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/045223-2109238,AG02/11B/2024/045223-10932675,CLM/AG02/11B/2024/08999,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/066161-2109239,AG02/11B/2024/066161-10985110,CLM/AG02/11B/2024/09000,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/084350-2109241,AG02/11B/2023/084350-10674684,CLM/AG02/11B/2024/09001,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/025535-2109242,AG02/11B/2024/025535-10865359,CLM/AG02/11B/2024/09002,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/017126-2109243,AG02/11B/2024/017126-10822848,CLM/AG02/11B/2024/09003,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/023155-2109244,AG02/11B/2024/023155-10854743,CLM/AG02/11B/2024/09004,13-12-2024,13-12-2024,31-12-2024,Payment,3939.25,0,3939.25,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/042729-2109246,AG02/11B/2024/042729-10927081,CLM/AG02/11B/2024/09005,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/084964-2109247,AG02/11B/2024/084964-11046257,CLM/AG02/11B/2024/09006,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/082951-2109248,AG02/11B/2024/082951-11040710,CLM/AG02/11B/2024/09007,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/080340-2109249,AG02/11B/2024/080340-11032726,CLM/AG02/11B/2024/09008,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/054655-2109250,AG02/11B/2024/054655-10957538,CLM/AG02/11B/2024/09009,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/048914-2109251,AG02/11B/2024/048914-10944456,CLM/AG02/11B/2024/09010,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/030680-2109253,AG02/11B/2024/030680-10895437,CLM/AG02/11B/2024/09011,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/017846-2109261,AG02/11B/2024/017846-10828097,CLM/AG02/11B/2024/09012,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/039226-2109263,AG02/11B/2024/039226-10917378,CLM/AG02/11B/2024/09013,13-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/037279-2109265,AG02/11B/2024/037279-10912127,CLM/AG02/11B/2024/09014,12-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/056694-2109266,AG02/11B/2024/056694-10963779,CLM/AG02/11B/2024/09015,12-12-2024,13-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/002508-2109272,AG02/11B/2024/002508-10699627,CLM/AG02/11B/2024/09017,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/075548-2109274,AG02/11B/2024/075548-11019486,CLM/AG02/11B/2024/09018,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/011188-2109277,AG02/11B/2024/011188-10763838,CLM/AG02/11B/2024/09019,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/058032-2109278,AG02/11B/2024/058032-10966858,CLM/AG02/11B/2024/09020,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/064229-2109279,AG02/11B/2024/064229-10980217,CLM/AG02/11B/2024/09021,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036707-2109281,AG02/11B/2024/036707-10911290,CLM/AG02/11B/2024/09022,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036700-2109282,AG02/11B/2024/036700-10911283,CLM/AG02/11B/2024/09023,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/034058-2109283,AG02/11B/2024/034058-10905779,CLM/AG02/11B/2024/09024,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/066478-2109287,AG02/11B/2024/066478-10986244,CLM/AG02/11B/2024/09026,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/084948-2109288,AG02/11B/2024/084948-11046224,CLM/AG02/11B/2024/09027,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/031710-2109289,AG02/11B/2024/031710-10898716,CLM/AG02/11B/2024/09028,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/010219-2109291,AG02/11B/2024/010219-10766321,CLM/AG02/11B/2024/09029,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/015850-2109298,AG02/11B/2024/015850-10811010,CLM/AG02/11B/2024/09031,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/053923-2109299,AG02/11B/2024/053923-10955576,CLM/AG02/11B/2024/09032,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/083969-2109301,AG02/11B/2023/083969-10673066,CLM/AG02/11B/2024/09034,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/067356-2109302,AG02/11B/2024/067356-10988933,CLM/AG02/11B/2024/09035,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/009690-2109303,AG02/11B/2024/009690-10767198,CLM/AG02/11B/2024/09036,14-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/008295-2109304,AG02/11B/2024/008295-10769485,CLM/AG02/11B/2024/09037,13-12-2024,14-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/015805-2109393,AG02/11B/2024/015805-10810298,CLM/AG02/11B/2024/09048,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/082264-2109394,AG02/11B/2023/082264-10655855,CLM/AG02/11B/2024/09049,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/082488-2109397,AG02/11B/2024/082488-11039470,CLM/AG02/11B/2024/09050,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044893-2109398,AG02/11B/2024/044893-10931363,CLM/AG02/11B/2024/09051,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043937-2109400,AG02/11B/2024/043937-10929703,CLM/AG02/11B/2024/09053,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/010923-2109402,AG02/11B/2024/010923-10764354,CLM/AG02/11B/2024/09054,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/024664-2109403,AG02/11B/2024/024664-10862031,CLM/AG02/11B/2024/09055,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043890-2109405,AG02/11B/2024/043890-10929597,CLM/AG02/11B/2024/09056,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/083351-2109406,AG02/11B/2024/083351-11041876,CLM/AG02/11B/2024/09057,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/013914-2109410,AG02/11B/2024/013914-10788426,CLM/AG02/11B/2024/09059,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/050416-2109411,AG02/11B/2024/050416-10947378,CLM/AG02/11B/2024/09060,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/051686-2109413,AG02/11B/2024/051686-10949913,CLM/AG02/11B/2024/09061,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/047769-2109414,AG02/11B/2024/047769-10942131,CLM/AG02/11B/2024/09062,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/076181-2109415,AG02/11B/2024/076181-11021351,CLM/AG02/11B/2024/09063,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/002252-2109418,AG02/11B/2024/002252-10697880,CLM/AG02/11B/2024/09064,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036345-2109420,AG02/11B/2024/036345-10910684,CLM/AG02/11B/2024/09065,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/000807-2109422,AG02/11B/2024/000807-10688517,CLM/AG02/11B/2024/09066,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043062-2109427,AG02/11B/2024/043062-10928117,CLM/AG02/11B/2024/09068,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/060681-2109428,AG02/11B/2024/060681-10972101,CLM/AG02/11B/2024/09069,15-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/015682-2109431,AG02/11B/2024/015682-10808680,CLM/AG02/11B/2024/09070,14-12-2024,15-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/076308-2109552,AG02/11B/2024/076308-11021872,CLM/AG02/11B/2024/09078,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/021614-2109553,AG02/11B/2024/021614-10849348,CLM/AG02/11B/2024/09079,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/009055-2109554,AG02/11B/2024/009055-10768315,CLM/AG02/11B/2024/09080,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/085961-2109555,AG02/11B/2023/085961-10682274,CLM/AG02/11B/2024/09081,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/073913-2109556,AG02/11B/2024/073913-11014553,CLM/AG02/11B/2024/09082,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/013553-2109557,AG02/11B/2024/013553-10786786,CLM/AG02/11B/2024/09083,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/053516-2109559,AG02/11B/2024/053516-10954184,CLM/AG02/11B/2024/09084,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044576-2109560,AG02/11B/2024/044576-10930849,CLM/AG02/11B/2024/09085,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/014831-2109562,AG02/11B/2024/014831-10794333,CLM/AG02/11B/2024/09086,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/061277-2109563,AG02/11B/2024/061277-10974526,CLM/AG02/11B/2024/09087,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/025297-2109565,AG02/11B/2024/025297-10864438,CLM/AG02/11B/2024/09088,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/019022-2109566,AG02/11B/2024/019022-10838755,CLM/AG02/11B/2024/09089,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/025028-2109570,AG02/11B/2024/025028-10863705,CLM/AG02/11B/2024/09091,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/080671-2109571,AG02/11B/2024/080671-11034379,CLM/AG02/11B/2024/09092,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/038050-2109572,AG02/11B/2024/038050-10913987,CLM/AG02/11B/2024/09093,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/007210-2109575,AG02/11B/2024/007210-10732491,CLM/AG02/11B/2024/09094,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/085762-2109576,AG02/11B/2024/085762-11048338,CLM/AG02/11B/2024/09095,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/061039-2109577,AG02/11B/2024/061039-10972718,CLM/AG02/11B/2024/09096,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/032997-2109578,AG02/11B/2024/032997-10902921,CLM/AG02/11B/2024/09097,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/010323-2109580,AG02/11B/2024/010323-10766154,CLM/AG02/11B/2024/09098,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/078150-2109582,AG02/11B/2024/078150-11027124,CLM/AG02/11B/2024/09099,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/021283-2109583,AG02/11B/2024/021283-10848591,CLM/AG02/11B/2024/09100,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/084810-2109585,AG02/11B/2024/084810-11045842,CLM/AG02/11B/2024/09101,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/012283-2109587,AG02/11B/2024/012283-10779729,CLM/AG02/11B/2024/09102,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/013067-2109589,AG02/11B/2024/013067-10784031,CLM/AG02/11B/2024/09103,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/033103-2109590,AG02/11B/2024/033103-10903158,CLM/AG02/11B/2024/09104,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/054554-2109591,AG02/11B/2024/054554-10957098,CLM/AG02/11B/2024/09105,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/027415-2109592,AG02/11B/2024/027415-10873815,CLM/AG02/11B/2024/09106,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/025138-2109594,AG02/11B/2024/025138-10864071,CLM/AG02/11B/2024/09107,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/032858-2109595,AG02/11B/2024/032858-10901921,CLM/AG02/11B/2024/09108,16-12-2024,16-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/009383-2109737,AG02/11B/2024/009383-10767753,CLM/AG02/11B/2024/09119,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/083391-2109739,AG02/11B/2024/083391-11041987,CLM/AG02/11B/2024/09120,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/038956-2109740,AG02/11B/2024/038956-10916462,CLM/AG02/11B/2024/09121,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/070322-2109741,AG02/11B/2024/070322-10999602,CLM/AG02/11B/2024/09122,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/086043-2109742,AG02/11B/2024/086043-11049333,CLM/AG02/11B/2024/09123,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/085804-2109743,AG02/11B/2023/085804-10681809,CLM/AG02/11B/2024/09124,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/080071-2109746,AG02/11B/2024/080071-11032145,CLM/AG02/11B/2024/09125,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/038813-2109748,AG02/11B/2024/038813-10916022,CLM/AG02/11B/2024/09126,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/045043-2109749,AG02/11B/2024/045043-10931816,CLM/AG02/11B/2024/09127,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/015257-2109751,AG02/11B/2024/015257-10805283,CLM/AG02/11B/2024/09128,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/073982-2109753,AG02/11B/2024/073982-11014762,CLM/AG02/11B/2024/09129,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/060162-2109754,AG02/11B/2024/060162-10969876,CLM/AG02/11B/2024/09130,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/069819-2109755,AG02/11B/2024/069819-10997070,CLM/AG02/11B/2024/09131,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/014633-2109757,AG02/11B/2024/014633-10793411,CLM/AG02/11B/2024/09132,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/049630-2109759,AG02/11B/2024/049630-10945995,CLM/AG02/11B/2024/09133,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/040859-2109761,AG02/11B/2024/040859-10922047,CLM/AG02/11B/2024/09134,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/059145-2109763,AG02/11B/2024/059145-10968378,CLM/AG02/11B/2024/09135,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/068673-2109764,AG02/11B/2024/068673-10993095,CLM/AG02/11B/2024/09136,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/072427-2109766,AG02/11B/2024/072427-11006684,CLM/AG02/11B/2024/09137,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
